# PacketIQ bundled feed: ThreatFox IOCs (recent)
# Source : abuse.ch ThreatFox https://threatfox.abuse.ch
# Format : ioc<TAB>type<TAB>malware
# Snapshot: 2026-06-08 19:42 UTC  (refresh with: packetiq feeds update)
# Lines starting with '#' are ignored.
qcqsin.yasbet90.com	domain	ClearFake
vvpfsda.pasoor11.bet	domain	ClearFake
e20yl90d.parsgoal90.com	domain	ClearFake
iebtnuo1.parsgoal90.com	domain	ClearFake
zjuflao.pasur21.com	domain	ClearFake
souljaboynft.io	domain	NanoCore
https://tknmetal.net/	url	Unknown malware
https://victormeloadvogado.com/	url	Unknown malware
https://oficialwebsitepromotion.com/	url	Unknown malware
https://www.jkbuildersg.com/	url	Unknown malware
https://www.kevinfreels.com/	url	Unknown malware
https://ireflect.net/	url	Unknown malware
https://www.iconlng.com/	url	Unknown malware
https://www.danielediana.it/	url	Unknown malware
https://developmental-twins.com/	url	Unknown malware
https://www.ciberci.com/	url	Unknown malware
https://www.argirisangelopoulos.gr/	url	Unknown malware
https://buktijpmaluku.info/	url	Unknown malware
https://andreawirsum.com/de/	url	Unknown malware
00000l.nvms9000.su	domain	Mirai
https://www.altecva.com/	url	Unknown malware
horizon.nvms9000updates.su	domain	Mirai
000.nvms9000.su	domain	Mirai
0000.nvms9000.su	domain	Mirai
000.hikvision-cctv.su	domain	Mirai
0000.hikvision-cctv.su	domain	Mirai
00000.hikvision-cctv.su	domain	Mirai
0000g7bd7.hikvision-cctv.su	domain	Mirai
botdealers.st	domain	Mirai
kys.botdealers.st	domain	Mirai
62.171.142.134:6379	ip:port	XMRIG
47.253.94.140:2375	ip:port	RedTail
45.238.101.91:2375	ip:port	RedTail
189.51.43.54:80	ip:port	RedTail
167.126.6.183:80	ip:port	RedTail
https://wowlowski.icu/api/v1/verify	url	js.LandUpdate808
https://wowlowski.icu/file.js	url	js.LandUpdate808
wowlowski.icu	domain	js.LandUpdate808
https://wowlowski.icu/api/v1/session	url	js.LandUpdate808
https://wowlowski.icu/api/v1/status	url	js.LandUpdate808
https://aura-checkpoint.top/o	url	js.LandUpdate808
aura-checkpoint.top	domain	js.LandUpdate808
app-front.anmaradigital.com	domain	GhoLoader
https://jkylenewton.com/	url	Unknown malware
fporlgd.penality.bet	domain	ClearFake
107.175.148.82:3001	ip:port	Remvio
154.23.189.122:14782	ip:port	QuasarRAT
130.12.180.36:22	ip:port	AsyncRAT
vdchddh.penaltibazi.com	domain	ClearFake
xhfecr.jamjahani2026.football	domain	ClearFake
88aavn.one	domain	NanoCore
jwfckz.onlineshart.com	domain	ClearFake
hexbear.io	domain	NanoCore
oczvda.oxidbet.bet	domain	ClearFake
jjgnawd.penalti.website	domain	ClearFake
te3znaut.parspoker90.com	domain	ClearFake
hknnbq.pablobet90.com	domain	ClearFake
x3v1t7wb.parspoker90.com	domain	ClearFake
g1rxiw6o.parspoker90.com	domain	ClearFake
104.239.66.136:2017	ip:port	XWorm
https://vrdccbank.com/Doppee12.exe	url	Unknown RAT
h0t75jy5.betgopro.com	domain	ClearFake
193.93.193.93:8822	ip:port	Unknown RAT
zrqkapj.one1x.bet	domain	ClearFake
106.14.116.17:19443	ip:port	BEACON
fhvteyb.kbshavanese.com	domain	ClearFake
117.72.115.168:8080	ip:port	BEACON
117.72.115.168:80	ip:port	BEACON
117.72.115.168:443	ip:port	BEACON
45.61.163.145:8080	ip:port	BEACON
cebsrg.jamjahani.football	domain	ClearFake
hjwaxur.kvbel.com	domain	ClearFake
gwu729hw.parspoker.casino	domain	ClearFake
168.222.97.59:2404	ip:port	Remvio
45.61.163.145:80	ip:port	BEACON
45.61.163.145:443	ip:port	BEACON
63.250.47.156:443	ip:port	Havoc
118.107.1.135:8848	ip:port	DCRat
84.38.129.122:443	ip:port	XWorm
192.3.45.8:5000	ip:port	Remvio
inmjycz.olabahiskayit.com	domain	ClearFake
135.181.224.79:443	ip:port	Vidar
65.21.96.131:443	ip:port	Vidar
135.181.224.77:443	ip:port	Vidar
135.181.224.75:443	ip:port	Vidar
178.105.231.90:443	ip:port	Vidar
135.181.224.73:443	ip:port	Vidar
135.181.224.76:443	ip:port	Vidar
135.181.224.74:443	ip:port	Vidar
reg.turbo88op.top	domain	Vidar
lla.firesupport.com	domain	Vidar
fhe.firesupport.com	domain	Vidar
pas.firesupport.com	domain	Vidar
lla.fixsm188.top	domain	Vidar
fhe.fixsm188.top	domain	Vidar
pas.fixsm188.top	domain	Vidar
https://135.181.224.73/	url	Vidar
https://135.181.224.76/	url	Vidar
https://135.181.224.74/	url	Vidar
https://pas.fixsm188.top/	url	Vidar
https://135.181.224.79/	url	Vidar
https://65.21.96.131/	url	Vidar
https://135.181.224.77/	url	Vidar
https://135.181.224.75/	url	Vidar
https://178.105.231.90/	url	Vidar
https://telegram.me/d77xtr	url	Vidar
https://reg.turbo88op.top/	url	Vidar
https://lla.firesupport.com/	url	Vidar
https://fhe.firesupport.com/	url	Vidar
https://pas.firesupport.com/	url	Vidar
https://lla.fixsm188.top/	url	Vidar
https://fhe.fixsm188.top/	url	Vidar
https://steamcommunity.com/profiles/76561198694566254	url	Vidar
107.175.179.48:2404	ip:port	Remvio
hakdsiwqs281ks.com	domain	Unknown malware
teraview.info	domain	Unknown malware
photforhotel.info	domain	Unknown malware
photo-26656.cfd	domain	Unknown malware
dsjkaksfks324das.com	domain	Unknown malware
photo-26653.cfd	domain	Unknown malware
photo-26652.cfd	domain	Unknown malware
havasssj291sld.com	domain	Unknown malware
photo-27657.cfd	domain	Unknown malware
jsdakksd283ksl.com	domain	Unknown malware
hotelsphotosite.cloud	domain	Unknown malware
photo-27757.cfd	domain	Unknown malware
photo-26657.cfd	domain	Unknown malware
tracerecord.info	domain	Unknown malware
book-photopage.info	domain	Unknown malware
haddjskak827sja.com	domain	Unknown malware
haskakwo291sa.com	domain	Unknown malware
photohotelcheck.cloud	domain	Unknown malware
pic-imageh.info	domain	Unknown malware
photo-pagebook.info	domain	Unknown malware
hotelphotoadm.info	domain	Unknown malware
safehub-images.info	domain	Unknown malware
safepic-img.info	domain	Unknown malware
safegallery.info	domain	Unknown malware
23.95.103.219:2404	ip:port	Remvio
nanacccoz.hopto.org	domain	Remvio
94.183.232.247:80	ip:port	Mirai
89.125.255.5:43026	ip:port	Havoc
89.125.255.5:9999	ip:port	Havoc
87.237.52.176:7443	ip:port	Unknown malware
rykwhjt.winsportiran.com	domain	ClearFake
182.23.2.163:3252	ip:port	Remvio
155.103.70.100:13408	ip:port	Remvio
62.102.148.212:37393	ip:port	Remvio
87.120.107.29:1194	ip:port	XWorm
107.175.148.82:2404	ip:port	Remvio
tviyhdt.winstone.casino	domain	ClearFake
win.tennis	domain	ClearFake
146.70.244.90:37393	ip:port	Remvio
192.3.45.8:2404	ip:port	Remvio
107.172.13.230:3000	ip:port	Remvio
31.56.209.126:1996	ip:port	XWorm
154.23.189.157:14782	ip:port	QuasarRAT
8.130.121.65:60000	ip:port	Unknown malware
8.130.121.65:443	ip:port	Unknown malware
154.88.97.58:8884	ip:port	VShell
mpozwop.winxbet.co	domain	ClearFake
216.250.250.247:8086	ip:port	XWorm
https://weekfoc.cyou	url	Lumma Stealer
xzelng.jamjahani.cash	domain	ClearFake
151.244.232.26:443	ip:port	XWorm
104.168.7.208:4231	ip:port	Remvio
195.177.94.115:2037	ip:port	Remvio
107.172.13.245:7007	ip:port	XWorm
throtboy.duckdns.org	domain	Remvio
yynpur.perfectgame.casino	domain	ClearFake
93.177.75.2:2467	ip:port	Remvio
62.102.148.174:37393	ip:port	Remvio
31.56.209.92:443	ip:port	XWorm
104.168.7.219:8823	ip:port	XWorm
107.173.63.252:2404	ip:port	Remvio
frBvNnnFYR6XR622pBE0NQ==	domain	XWorm
ebwgtb.vezaratshart.com	domain	ClearFake
5dwz6wj9.yekbetiran.com	domain	ClearFake
anpysts.yasbetapp.com	domain	ClearFake
allcountiesroofingltd.co.uk	domain	IClickFix
altecva.com	domain	IClickFix
amici-di-pogrande.it	domain	IClickFix
andreawirsum.com	domain	IClickFix
argirisangelopoulos.gr	domain	IClickFix
balkanrefugeenetwork.org	domain	IClickFix
bbchurch.net	domain	IClickFix
berlin21.info	domain	IClickFix
buktijpmaluku.info	domain	IClickFix
camtechpotiskum.edu.ng	domain	IClickFix
casobrar.com.br	domain	IClickFix
ciberci.com	domain	IClickFix
danielediana.it	domain	IClickFix
developmental-twins.com	domain	IClickFix
djlandscapingltd.co.uk	domain	IClickFix
dropstars.ai	domain	IClickFix
dustyductsbegone.com	domain	IClickFix
erossiconsultoria.com.br	domain	IClickFix
evolutionairfilter.com	domain	IClickFix
faculdadedamoda.com	domain	IClickFix
gomberg.net	domain	IClickFix
generativesolutionsus.com	domain	IClickFix
iconlng.com	domain	IClickFix
infocus.tn	domain	IClickFix
ireflect.net	domain	IClickFix
jkbuildersg.com	domain	IClickFix
joannedeitsch.com	domain	IClickFix
kidsandtas.edu.do	domain	IClickFix
kevinfreels.com	domain	IClickFix
legalmarketing.shop	domain	IClickFix
mediweightloss.com.au	domain	IClickFix
oficialwebsitepromotion.com	domain	IClickFix
ruetraverse.com	domain	IClickFix
southasianher.com	domain	IClickFix
stampcollectshop.com	domain	IClickFix
stroycenter.net	domain	IClickFix
thepesthunter.com	domain	IClickFix
tknmetal.net	domain	IClickFix
trustroofingltd.co.uk	domain	IClickFix
vernerestaurant.com	domain	IClickFix
viagmmy.com	domain	IClickFix
victormeloadvogado.com	domain	IClickFix
visualimpressao.com.br	domain	IClickFix
8.130.121.65:80	ip:port	Unknown malware
8.130.121.65:8080	ip:port	Unknown malware
vitb.ac.in	domain	IClickFix
112.213.113.171:80	ip:port	BEACON
8.152.2.86:81	ip:port	BEACON
45.64.111.18:80	ip:port	BEACON
38.47.226.41:8443	ip:port	BEACON
45.64.111.21:80	ip:port	BEACON
45.64.111.19:80	ip:port	BEACON
8.163.135.135:443	ip:port	BEACON
45.64.111.20:80	ip:port	BEACON
cqvdiki.xenicalby6.com	domain	ClearFake
https://propertymiles.pk/	url	Vidar
pmhaqci.x50wheel.bet	domain	ClearFake
120.26.208.96:8080	ip:port	BEACON
120.26.208.96:443	ip:port	BEACON
192.162.199.75:2222	ip:port	QuasarRAT
qll4p9fw.one1xiran.bet	domain	ClearFake
jfdewff.link	domain	Ficker Stealer
musonare.top	domain	MetaStealer
http://212.192.246.217/access.php	url	GCleaner
http://45.9.20.13/partner/loot.php	url	GCleaner
http://37.0.8.39/access.php	url	GCleaner
http://the-flash-man.com/Installer_HwtcxtRp5S8kqr2V9ysBB7Utrt/UltraMediaBurner.exe	url	GCleaner
http://hsiens.xyz/addInstall.php	url	GCleaner
http://194.145.227.161/partner.php	url	GCleaner
http://194.145.227.161/dlc/sharing.php	url	GCleaner
http://cleaner-partners.ltd/check.php	url	GCleaner
http://cleaner-partners.ltd/stats/save.php	url	GCleaner
http://mazama.xyz/addInstall.php	url	GCleaner
http://appwebstat.biz/stats/1.php	url	GCleaner
http://appwebstat.biz/connection	url	GCleaner
http://onlinehueplet.com/77_1.exe	url	GCleaner
http://gc-distribution.biz/pub.php	url	GCleaner
proxybox.io	domain	Socks5 Systemz
vsttorentz.net	domain	Socks5 Systemz
proxy.am	domain	Socks5 Systemz
ejvphud.ua	domain	Socks5 Systemz
gdpkvkr.com	domain	Socks5 Systemz
bwiesit.com	domain	Socks5 Systemz
goeiwef.com	domain	Socks5 Systemz
kruxjou.ua	domain	Socks5 Systemz
shadownbr.ddns.net	domain	Lime-Worm
ricardotro.duckdns.org	domain	Lime-Worm
rjnfjrtc.pwrp.cc	domain	Lime-Worm
rdntotoso.ddns.net	domain	Lime-Worm
phishing.two-i.com	domain	Lime-Worm
phishing.researchinstitute.io	domain	Lime-Worm
kad77.duckdns.org	domain	Lime-Worm
googlednsv1.gleeze.com	domain	Lime-Worm
same53-51830.portmap.host	domain	Lime-Worm
phishing.classofcovid.org	domain	Lime-Worm
stoneaged.ddns.net	domain	Lime-Worm
phishing.clubmilanovolley.com	domain	Lime-Worm
phishing.marthasvineyardfitness.com	domain	Lime-Worm
fuck-life007.no-ip.biz	domain	Lime-Worm
phishing.flyingdiscranchdates.com	domain	Lime-Worm
hacker.two-i.com	domain	Lime-Worm
phishing.www.cathedrale-images.com	domain	Lime-Worm
phishing.xoilacane.live	domain	Lime-Worm
mangy10.ddns.net	domain	Lime-Worm
zlyupbm.wrfc8.com	domain	ClearFake
9t9m7lad.yektbet.bet	domain	ClearFake
bikldg.volleyball.bet	domain	ClearFake
https://resultsxagency.com/	url	Vidar
zqzlac.vezaratshart.com	domain	ClearFake
sesksz.venusbet90.com	domain	ClearFake
ylljjmv.wolfenm.com	domain	ClearFake
wolfenm.com	domain	ClearFake
bzwbfps.winxbet.co	domain	ClearFake
154.88.96.57:8884	ip:port	VShell
154.88.96.49:8884	ip:port	VShell
gysxrbg.winstone.casino	domain	ClearFake
winstone.casino	domain	ClearFake
pqxlboc.winsportiran.com	domain	ClearFake
33liwbcf.parspoker.casino	domain	ClearFake
https://45.91.81.190:8443	url	Unknown malware
https://103.214.174.248:8443	url	Unknown malware
https://108.61.193.37:8443	url	Unknown malware
ghbfozy.olabahiskayit.com	domain	ClearFake
iidqou.jamjahani.app	domain	ClearFake
dphxsy.perfectgame.casino	domain	ClearFake
161.248.87.185:2844	ip:port	ValleyRAT
27.124.40.162:443	ip:port	ValleyRAT
2844.xzz.cam	domain	ValleyRAT
backdoor.cyou	domain	ValleyRAT
frostapp.fr	domain	BlankGrabber
kuralyok.com.tr	domain	BlankGrabber
blank-rfhww.in	domain	BlankGrabber
skoch-osjdw.in	domain	BlankGrabber
skoch-wif67.in	domain	BlankGrabber
blank-c1vj5.in	domain	BlankGrabber
g98546cg.beget.tech	domain	BlankGrabber
shaurma.fun	domain	BlankGrabber
skoch-7bced.in	domain	BlankGrabber
o5.gg	domain	BlankGrabber
blank-jknks.in	domain	BlankGrabber
skoch-eadr7.in	domain	BlankGrabber
brn-hacker.duckdns.org	domain	BlankGrabber
blank-1spec.in	domain	BlankGrabber
a0928733.xsph.ru	domain	BlankGrabber
blank-actsa.in	domain	BlankGrabber
blank-vm1ir.in	domain	BlankGrabber
blank-iq5vj.in	domain	BlankGrabber
segurityopen12.mysynology.net	domain	DCRat
dmitrievan.temp.swtest.ru	domain	DCRat
583848.clmonth.nyashteam.top	domain	DCRat
954591cm.nyashsens.top	domain	DCRat
bl.furries.com.cn	domain	DCRat
velve12.duckdns.org	domain	DCRat
logisctismes.duckdns.org	domain	Remvio
marklogs.ddns.me	domain	Remvio
camtakeit.ddns.net	domain	Remvio
cfo111.duckdns.org	domain	Remvio
cfo1111.ddns.net	domain	Remvio
cfo1111.hopto.org	domain	Remvio
xyzeeeee.duckdns.org	domain	Remvio
alisteelhousee.ddns.net	domain	NetWire
blackhills.ddns.net	domain	NetWire
extensions14718.sytes.net	domain	NetWire
newmone.ddns.net	domain	NetWire
william1979.ddns.net	domain	NetWire
adhaehaht-42050.portmap.host	domain	donut_injector
vrstudio.life	domain	donut_injector
gamestudio.life	domain	donut_injector
teamszs.com	domain	ValleyRAT
downcry.s3.ap-east-1.amazonaws.com	domain	ValleyRAT
404xh.com	domain	ValleyRAT
14cabp433878.vicp.fun	domain	ValleyRAT
so-axiom.com	domain	ValleyRAT
gusikkwski.top	domain	ValleyRAT
wwnbslklfdsrf.cn	domain	ValleyRAT
merengagoi.bond	domain	DeerStealer
gooddogshop.click	domain	DeerStealer
infospi.pl	domain	DeerStealer
krempie.xyz	domain	DeerStealer
productionmaza.bond	domain	DeerStealer
mymicroblog.lat	domain	DeerStealer
bigboysclub.cyou	domain	DeerStealer
antongandon.club	domain	DeerStealer
productionmaza.cfd	domain	DeerStealer
mybiggestjoy.bond	domain	DeerStealer
denegnet.click	domain	DeerStealer
productionmaza.cyou	domain	DeerStealer
blatnoitovar.xyz	domain	DeerStealer
goodgoodmoon.bond	domain	DeerStealer
bestwebchlen.cyou	domain	DeerStealer
beacon-mysummitfcu.org	domain	DeerStealer
allplanetssame.cfd	domain	DeerStealer
microblob.bond	domain	DeerStealer
creazionmedia.com	domain	ClearFake
flavorcreationsnola.com	domain	ClearFake
psicohipnos.com	domain	ClearFake
remoteshcontrol.com	domain	ClearFake
mikelle.beer	domain	ClearFake
remotesh.beer	domain	ClearFake
85.209.163.250:3000	ip:port	Unknown Stealer
134.209.87.103:25001	ip:port	Kimwolf
167.71.5.187:25001	ip:port	Kimwolf
teams-securecall.com	domain	ValleyRAT
47.119.179.4:6379	ip:port	XMRIG
115.231.76.176:60105	ip:port	XMRIG
https://121.176.14.102/sh	url	RedTail
156.67.105.185:2375	ip:port	RedTail
47.88.104.101:2375	ip:port	RedTail
getalib.org	domain	ClearFake
aplusrenovation.ca	domain	ClearFake
autotintas.com.br	domain	ClearFake
awaywithpauline.com	domain	ClearFake
barqalsahra.com	domain	ClearFake
danielrefaeli.com	domain	ClearFake
design360.asia	domain	ClearFake
ebmaa.com	domain	ClearFake
ecommerceautomators.com	domain	ClearFake
edu4arab.org	domain	ClearFake
emmauscollegeoftheology.com	domain	ClearFake
febapak.org	domain	ClearFake
gcconsult.ca	domain	ClearFake
gergean.com.br	domain	ClearFake
gsc.design	domain	ClearFake
hutor68.ru	domain	ClearFake
internationalshade.com	domain	ClearFake
janadventures.com	domain	ClearFake
just4dance.de	domain	ClearFake
kadatimes.com	domain	ClearFake
kijkinfo.com	domain	ClearFake
marjeyounshoppingcenter.com	domain	ClearFake
letsreadquran.com	domain	ClearFake
melixelectrical.com.au	domain	ClearFake
meselectrics.com.au	domain	ClearFake
washingtonvisiontherapy.com	domain	ClearFake
45.88.186.59:4444	ip:port	AsyncRAT
45.88.186.59:5000	ip:port	AsyncRAT
45.88.186.59:8808	ip:port	AsyncRAT
45.88.186.59:8888	ip:port	AsyncRAT
https://hoteldugolfe.corsica/	url	Unknown malware
https://www.lorisdanesi.it/	url	Unknown malware
https://tracklifefit.com.br/	url	Unknown malware
https://sharepoint.tu-dresden.be/tqqud08zj6yh94pf	url	Unknown malware
https://aboutbraces.org/	url	Unknown malware
https://flownavalarchitect.com/	url	Unknown malware
bdfzsbr.kvbel.com	domain	ClearFake
uadcmxt.kbshavanese.com	domain	ClearFake
1nmuyb5y.parspoker90.com	domain	ClearFake
hhb3xwzf.parspoker90.com	domain	ClearFake
dihsov.jamjahani.cash	domain	ClearFake
etpvftw.one1x.bet	domain	ClearFake
43.110.54.62:8084	ip:port	VShell
1hrrc4q6.onexboro.com	domain	ClearFake
eterjrb.one1x.bet	domain	ClearFake
omxvqrt.penalty.casino	domain	ClearFake
atuxkke.penalti.website	domain	ClearFake
bl7gsqjt.parsgoal90.com	domain	ClearFake
egbofo.jamjahani.cash	domain	ClearFake
m5zv3oa7.parsgoal90.com	domain	ClearFake
pdbrpnf.penaltibazi.com	domain	ClearFake
209.200.246.194:17568	ip:port	BEACON
jhejjsa.penality.casino	domain	ClearFake
dfjdzmq.penality.bet	domain	ClearFake
krqbplar.mrbet90.com	domain	ClearFake
zqvol7d5.mrbet90.com	domain	ClearFake
ygxcnh.jamjahani.football	domain	ClearFake
utpesi.pablobet90.com	domain	ClearFake
dvciwh.oxidbet.bet	domain	ClearFake
jepbtnj.pasur21.com	domain	ClearFake
uznjkx.onlineshart.com	domain	ClearFake
aylkfoq.pasoor11.bet	domain	ClearFake
uafzmeq.mangobetfarsi.com	domain	ClearFake
134.175.250.157:18082	ip:port	VShell
lxnfayp0.onexfa.com	domain	ClearFake
dkfcpnk.ninjafruitcubes.bet	domain	ClearFake
k3q6fgf9.parsbet90.com	domain	ClearFake
dhvutaee.parsbet90.com	domain	ClearFake
rritelh.one1xbet.net	domain	ClearFake
101.34.249.170:8084	ip:port	VShell
45.64.111.22:8080	ip:port	BEACON
45.64.111.22:80	ip:port	BEACON
45.64.111.22:443	ip:port	BEACON
szdfpv.jamjahani2026.football	domain	ClearFake
87.107.191.39:80	ip:port	BEACON
94.183.232.247:443	ip:port	Mirai
93.127.141.93:80	ip:port	Hook
82.156.224.184:8080	ip:port	Havoc
52.90.29.87:80	ip:port	Havoc
46.246.96.214:8082	ip:port	Havoc
45.38.20.122:8989	ip:port	AdaptixC2
40.83.75.96:4000	ip:port	Havoc
209.99.185.96:20100	ip:port	AsyncRAT
182.23.2.163:8211	ip:port	Remvio
172.189.57.198:443	ip:port	Havoc
14.128.53.229:38217	ip:port	ValleyRAT
aeerglaeergl098.com	domain	ValleyRAT
ljbtuch.kbshavanese.com	domain	ClearFake
eqfjmvb.kvbel.com	domain	ClearFake
rsa2rwi5.parsc.bet	domain	ClearFake
qza78s32.parsc.bet	domain	ClearFake
parsc.bet	domain	ClearFake
usghiem.olabahiskayit.com	domain	ClearFake
owmekh.yasbet90.com	domain	ClearFake
fellshow.info	domain	Unknown malware
nwdzgly.ninjafruitcubes.bet	domain	ClearFake
oregrlk.mangobetfarsi.com	domain	ClearFake
jrekcyl.pasoor11.bet	domain	ClearFake
rd7o3xct.parsgoal90.com	domain	ClearFake
!k!.pasoor11.bet	domain	ClearFake
u8z97prx.parsgoal90.com	domain	ClearFake
cpanel.clinchstar.com	domain	GhoLoader
http://94.26.83.133/4940cc4b5ddb4a2bb8f8.php	url	Stealc
shssshdscn.beer	domain	ClearFake
npanssltejs.beer	domain	ClearFake
2no.co	domain	ClearFake
lskannsserv.beer	domain	ClearFake
43.143.145.187:8080	ip:port	BEACON
xsutsu.jamjahani2026.football	domain	ClearFake
po6drihx.onexprobet.com	domain	ClearFake
ddimsjy.pasoorbazi.casino	domain	ClearFake
pasoorbazi.casino	domain	ClearFake
wxjbkv.onlineshart.com	domain	ClearFake
whdecl.oxidbet.bet	domain	ClearFake
mutvwz.ozabet90.com	domain	ClearFake
b4376y8b.asion.gr	domain	ClearFake
2jgfxx83.liketudong.biz	domain	ClearFake
30tr04n4gr4m4.cndb-jsdelivr-net.christmas	domain	ClearFake
udyvsthy.quantum-vault.digital	domain	ClearFake
runtime-foundry.digital	domain	ClearFake
kernel-cascade.digital	domain	ClearFake
thickentributary.digital	domain	ClearFake
j1jh2b9y.jacksorbetter.casino	domain	ClearFake
container-atlas.digital	domain	ClearFake
auyflxp.emshab.bet	domain	Unknown malware
